tournament,bid,seed,rWon,code,school,gender,speaks,phouse,location,state,grad,numGender,facPhouse,facInstate,numInstate
Apple Valley,Octas,86,3,Presentation KS,Presentation,female,141,0,Minnesota,California,2017,0,non-Powerhouse,outofstate,0
Apple Valley,Octas,38,4,Presentation MS,Presentation,female,144.7,0,Minnesota,California,2016,0,non-Powerhouse,outofstate,0
Apple Valley,Octas,134,1,Rosemount JS,Rosemount,male,138.6,0,Minnesota,Minnesota,2018,1,non-Powerhouse,instate,1
Apple Valley,Octas,32,5,Rosemount WL,Rosemount,male,143.7,0,Minnesota,Minnesota,2017,1,non-Powerhouse,instate,1
Apple Valley,Octas,97,3,Scarsdale AC,Scarsdale,male,139.8,1,Minnesota,New York,2017,1,Powerhouse,outofstate,0
Apple Valley,Octas,122,2,Scarsdale BS,Scarsdale,male,138.8,1,Minnesota,New York,2017,1,Powerhouse,outofstate,0
Apple Valley,Octas,35,5,Scarsdale DW,Scarsdale,male,143.3,1,Minnesota,New York,2016,1,Powerhouse,outofstate,0
Apple Valley,Octas,58,4,Scarsdale LS,Scarsdale,female,142.58,1,Minnesota,New York,2017,0,Powerhouse,outofstate,0
Apple Valley,Octas,74,3,Scarsdale MC,Scarsdale,female,142.7,1,Minnesota,New York,2016,0,Powerhouse,outofstate,0
Apple Valley,Octas,20,5,Scarsdale SJ,Scarsdale,female,145.6,1,Minnesota,New York,2016,0,Powerhouse,outofstate,0
Apple Valley,Octas,116,2,Scarsdale SK,Scarsdale,male,139.6,1,Minnesota,New York,2017,1,Powerhouse,outofstate,0
Apple Valley,Octas,135,1,St Thomas Academy AS,St Thomas Academy/Visitation,female,138.1,0,Minnesota,Minnesota,2016,0,non-Powerhouse,instate,1
Apple Valley,Octas,91,3,St Thomas Academy NW,St Thomas Academy/Visitation,male,140.3,0,Minnesota,Minnesota,2017,1,non-Powerhouse,instate,1
Apple Valley,Octas,95,3,St Thomas Academy SK,St Thomas Academy/Visitation,female,139.9,0,Minnesota,Minnesota,2017,0,non-Powerhouse,instate,1
Apple Valley,Octas,126,2,St. Louis Park DA,St. Louis Park,male,138.1,0,Minnesota,Minnesota,2017,1,non-Powerhouse,instate,1
Apple Valley,Octas,117,2,St. Louis Park RS,St. Louis Park,male,139.3,0,Minnesota,Minnesota,2017,1,non-Powerhouse,instate,1
Apple Valley,Octas,136,1,St. Thomas EH,St. Thomas,male,137.3,0,Minnesota,Texas,2018,1,non-Powerhouse,outofstate,0
Apple Valley,Octas,55,4,St. Thomas JB,St. Thomas,male,142.9,0,Minnesota,Texas,2016,1,non-Powerhouse,outofstate,0
Apple Valley,Octas,133,1,St. Thomas JM,St. Thomas,male,139,0,Minnesota,Texas,2017,1,non-Powerhouse,outofstate,0
Apple Valley,Octas,90,3,Strake Jesuit CP AS,Strake Jesuit CP,male,140.6,1,Minnesota,Texas,2017,1,Powerhouse,outofstate,0
Apple Valley,Octas,48,4,Strake Jesuit CP GN,Strake Jesuit CP,male,143.2,1,Minnesota,Texas,2017,1,Powerhouse,outofstate,0
Apple Valley,Octas,27,5,Strake Jesuit CP KF,Strake Jesuit CP,male,144.6,1,Minnesota,Texas,2016,1,Powerhouse,outofstate,0
Apple Valley,Octas,69,4,Strake Jesuit CP MC,Strake Jesuit CP,male,140,1,Minnesota,Texas,2018,1,Powerhouse,outofstate,0
Apple Valley,Octas,92,3,Strake Jesuit CP ML,Strake Jesuit CP,male,140.3,1,Minnesota,Texas,2017,1,Powerhouse,outofstate,0
Apple Valley,Octas,30,5,Strake Jesuit CP RC,Strake Jesuit CP,male,144.3,1,Minnesota,Texas,2017,1,Powerhouse,outofstate,0
Apple Valley,Octas,13,5,Strake Jesuit CP SM,Strake Jesuit CP,male,146.5,1,Minnesota,Texas,2016,1,Powerhouse,outofstate,0
Apple Valley,Octas,112,2,Strake Jesuit CP WL,Strake Jesuit CP,male,140.3,1,Minnesota,Texas,2017,1,Powerhouse,outofstate,0
Apple Valley,Octas,42,4,University HM,University,female,143.8,0,Minnesota,New Jersey,2016,0,non-Powerhouse,outofstate,0
Apple Valley,Octas,15,5,University JR,University,male,146.2,1,Minnesota,Florida,2016,1,Powerhouse,outofstate,0
Apple Valley,Octas,127,2,Walt Whitman IL,Walt Whitman,female,137.7,1,Minnesota,Maryland,2018,0,Powerhouse,outofstate,0
Apple Valley,Octas,22,5,Walt Whitman LK,Walt Whitman,female,145.5,1,Minnesota,Maryland,2016,0,Powerhouse,outofstate,0
Apple Valley,Octas,103,3,Walt Whitman MH,Walt Whitman,male,139,1,Minnesota,Maryland,2017,1,Powerhouse,outofstate,0
Apple Valley,Octas,119,2,West Des Moines Valley AJ,West Des Moines Valley,male,138.9,1,Minnesota,Iowa,NA,1,Powerhouse,outofstate,0
Apple Valley,Octas,99,3,West Des Moines Valley BG,West Des Moines Valley,male,139.7,1,Minnesota,Iowa,2017,1,Powerhouse,outofstate,0
Apple Valley,Octas,49,4,West Des Moines Valley CT,West Des Moines Valley,male,143.2,1,Minnesota,Iowa,2019,1,Powerhouse,outofstate,0
Apple Valley,Octas,61,4,West Des Moines Valley DR,West Des Moines Valley,female,142.5,1,Minnesota,Iowa,2016,0,Powerhouse,outofstate,0
Apple Valley,Octas,46,4,West Des Moines Valley EM,West Des Moines Valley,male,143.3,1,Minnesota,Iowa,2017,1,Powerhouse,outofstate,0
Apple Valley,Octas,73,3,West Des Moines Valley KK,West Des Moines Valley,male,142.8,1,Minnesota,Iowa,2018,1,Powerhouse,outofstate,0
Apple Valley,Octas,21,5,West Des Moines Valley TF,West Des Moines Valley,male,145.6,1,Minnesota,Iowa,2017,1,Powerhouse,outofstate,0
Apple Valley,Octas,19,5,West Des Moines Valley TG,West Des Moines Valley,male,145.7,1,Minnesota,Iowa,2017,1,Powerhouse,outofstate,0
Apple Valley,Octas,104,3,Whitefish Bay AP,Whitefish Bay,male,138.8,0,Minnesota,Wisconsin,2017,1,non-Powerhouse,outofstate,0
Apple Valley,Octas,101,3,Whitefish Bay RD,Whitefish Bay,male,139.1,0,Minnesota,Wisconsin,2017,1,non-Powerhouse,outofstate,0
Apple Valley,Octas,65,4,Whitefish Bay SR,Whitefish Bay,male,142.1,0,Minnesota,Wisconsin,2017,1,non-Powerhouse,outofstate,0
Apple Valley,Octas,83,3,Whitefish Bay SS,Whitefish Bay,female,141.2,0,Minnesota,Wisconsin,2017,0,non-Powerhouse,outofstate,0
Apple Valley,Octas,88,3,Whitefish Bay WT,Whitefish Bay,female,140.9,0,Minnesota,Wisconsin,2017,0,non-Powerhouse,outofstate,0
Beltway,Semis,14,4,Byram Hills AG,Byram Hills,male,114.6,1,Maryland,New York,2018,1,Powerhouse,outofstate,0
Beltway,Semis,5,5,Byram Hills AW,Byram Hills,male,117.1,1,Maryland,New York,2016,1,Powerhouse,outofstate,0
Beltway,Semis,3,6,Byram Hills JB,Byram Hills,male,116.5,1,Maryland,New York,2017,1,Powerhouse,outofstate,0
Beltway,Semis,12,4,Byram Hills RP,Byram Hills,male,115,1,Maryland,New York,2017,1,Powerhouse,outofstate,0
Beltway,Semis,50,0,CandT Youth Technology AC,CandT Youth Technology,female,110.4,0,Maryland,NA,NA,0,non-Powerhouse,NA,NA
Beltway,Semis,45,1,CandT Youth Technology HS,CandT Youth Technology,female,108,0,Maryland,NA,NA,0,non-Powerhouse,NA,NA
Beltway,Semis,49,0,CandT Youth Technology PS,CandT Youth Technology,female,109.8,0,Maryland,NA,NA,0,non-Powerhouse,NA,NA
Beltway,Semis,47,1,CandT Youth Technology RL,CandT Youth Technology,female,107,0,Maryland,NA,NA,0,non-Powerhouse,NA,NA
Beltway,Semis,46,1,CandT Youth Technology XD,CandT Youth Technology,male,107.5,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA
Beltway,Semis,48,0,CandT Youth Technology YS,CandT Youth Technology,female,106,0,Maryland,NA,NA,0,non-Powerhouse,NA,NA
Beltway,Semis,23,3,Collegiate DM,Collegiate,male,115.1,0,Maryland,New York,2017,1,non-Powerhouse,outofstate,0
Beltway,Semis,10,4,Collegiate EW,Collegiate,male,115.65,0,Maryland,New York,2017,1,non-Powerhouse,outofstate,0
Beltway,Semis,31,3,Dallastown Area AZ,Dallastown Area,female,111.9,0,Maryland,Pennsylvania,2018,0,non-Powerhouse,outofstate,0
Beltway,Semis,34,3,Dallastown Area ND,Dallastown Area,male,111.1,0,Maryland,Pennsylvania,2016,1,non-Powerhouse,outofstate,0
Beltway,Semis,41,2,Dallastown Area NK,Dallastown Area,female,110.5,0,Maryland,Pennsylvania,2019,0,non-Powerhouse,outofstate,0
Beltway,Semis,33,3,Dallastown Area OM,Dallastown Area,female,111.5,0,Maryland,Pennsylvania,2017,0,non-Powerhouse,outofstate,0
Beltway,Semis,25,3,Freedom HS Speech and Debate SK,Freedom HS Speech and Debate,male,112.9,0,Maryland,Virginia,2017,1,non-Powerhouse,outofstate,0
Beltway,Semis,11,4,Gilmour SW,Gilmour,male,115.3,0,Maryland,Ohio,2018,1,non-Powerhouse,outofstate,0
Beltway,Semis,39,2,Harrison LC,Harrison,female,112,0,Maryland,New York,2018,0,non-Powerhouse,outofstate,0
Beltway,Semis,15,4,Harrison MZ,Harrison,male,114.6,0,Maryland,New York,2017,1,non-Powerhouse,outofstate,0
Beltway,Semis,44,1,Heights HL,Heights,male,108.2,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA
Beltway,Semis,37,3,Heights LC,Heights,male,110,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA
Beltway,Semis,29,3,Heights TC,Heights,male,112,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA
Beltway,Semis,38,3,Heights TCl,Heights,male,109.5,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA
Beltway,Semis,32,3,Heights WD,Heights,male,111.7,0,Maryland,Virginia,2016,1,non-Powerhouse,outofstate,0
Beltway,Semis,8,4,Hunter College AK,Hunter,female,116.3,0,Maryland,New York,2017,0,non-Powerhouse,outofstate,0
Beltway,Semis,13,4,Hunter TF,Hunter,male,114.8,0,Maryland,New York,2018,1,non-Powerhouse,outofstate,0
Beltway,Semis,19,4,Loyola Blakefield AB,Loyola Blakefield,male,112.5,0,Maryland,Maryland,2016,1,non-Powerhouse,instate,1
Beltway,Semis,40,2,Loyola Blakefield JH,Loyola Blakefield,male,111.9,0,Maryland,Maryland,2016,1,non-Powerhouse,instate,1
Beltway,Semis,16,4,Millburn CS,Millburn,male,114.2,0,Maryland,New Jersey,2017,1,non-Powerhouse,outofstate,0
Beltway,Semis,9,4,Millburn WH,Millburn,male,116.1,0,Maryland,New Jersey,2016,1,non-Powerhouse,outofstate,0
Beltway,Semis,4,5,Monticello DA,Monticello,male,117.7,0,Maryland,New York,2016,1,non-Powerhouse,outofstate,0
Beltway,Semis,28,3,Monticello KC,Monticello,male,112.4,0,Maryland,New York,2016,1,non-Powerhouse,outofstate,0
Beltway,Semis,6,4,Newtown AH,Newtown,female,117.6,0,Maryland,NA,NA,0,non-Powerhouse,NA,NA
Beltway,Semis,20,4,Palo Alto (Independent) BH,Palo Alto (Independent),male,112,0,Maryland,California,2018,1,non-Powerhouse,outofstate,0
Beltway,Semis,27,3,Randolph AP,Randolph,female,112.4,0,Maryland,New Jersey,2017,0,non-Powerhouse,outofstate,0
Beltway,Semis,24,3,Randolph EW,Randolph,female,114.4,0,Maryland,New Jersey,2016,0,non-Powerhouse,outofstate,0
Beltway,Semis,22,3,Randolph HK,Randolph,male,115.6,0,Maryland,New Jersey,2016,1,non-Powerhouse,outofstate,0
Beltway,Semis,2,6,Scarsdale GZ,Scarsdale,female,116.6,1,Maryland,New York,2017,0,Powerhouse,outofstate,0
Beltway,Semis,7,4,Scarsdale ZE,Scarsdale,female,116.4,1,Maryland,New York,2017,0,Powerhouse,outofstate,0
Beltway,Semis,21,3,Success Academy SC,Success Academy,male,115.7,0,Maryland,New York,2018,1,non-Powerhouse,outofstate,0
Beltway,Semis,26,3,Thomas Jefferson HSST AK,Thomas Jefferson HSST,male,112.9,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA
Beltway,Semis,30,3,Thomas Jefferson HSST AS,Thomas Jefferson HSST,male,112,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA
Beltway,Semis,42,2,Thomas Jefferson HSST ASi,Thomas Jefferson HSST,male,108.5,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA
Beltway,Semis,18,4,Thomas Jefferson HSST NB,Thomas Jefferson HSST,male,113.4,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA
Beltway,Semis,43,2,Thomas Jefferson HSST SJ,Thomas Jefferson HSST,male,108,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA
Beltway,Semis,35,3,Upper Dublin RZ,Upper Dublin,male,111,0,Maryland,Pennsylvania,2016,1,non-Powerhouse,outofstate,0
Beltway,Semis,36,3,Vincentian Academy (Independent) TK,Vincentian Academy (Independent),male,110.6,0,Maryland,Pennsylvania,2017,1,non-Powerhouse,outofstate,0
Beltway,Semis,17,4,Westford AS,Westford,female,114,0,Maryland,Massachusetts,2016,0,non-Powerhouse,outofstate,0
Beltway,Semis,1,6,Wilson MF,Wilson,male,118,0,Maryland,District of Columbia,2016,1,non-Powerhouse,outofstate,0
Blake,Quarters,90,1,Aberdeen Central AB,Aberdeen Central,female,110.8,0,Minnesota,South Dakota,2016,0,non-Powerhouse,outofstate,0
Blake,Quarters,47,3,Aberdeen Central SM,Aberdeen Central,male,113.3,0,Minnesota,South Dakota,2017,1,non-Powerhouse,outofstate,0
Blake,Quarters,27,4,American Heritage DM,American Heritage Plantation,male,115,0,Minnesota,Florida,2018,1,non-Powerhouse,outofstate,0
Blake,Quarters,32,4,Apple Valley CH,Apple Valley,female,113.7,0,Minnesota,Minnesota,2016,0,non-Powerhouse,instate,1
Blake,Quarters,80,2,Apple Valley CR,Apple Valley,female,110.4,0,Minnesota,Minnesota,2018,0,non-Powerhouse,instate,1
Blake,Quarters,31,4,Apple Valley JB,Apple Valley,male,114.4,0,Minnesota,Minnesota,2017,1,non-Powerhouse,instate,1
Blake,Quarters,37,4,Apple Valley KA,Apple Valley,male,112,0,Minnesota,Minnesota,2018,1,non-Powerhouse,instate,1
Blake,Quarters,8,5,Apple Valley SO,Apple Valley,female,116.6,0,Minnesota,Minnesota,2016,0,non-Powerhouse,instate,1
Blake,Quarters,62,3,Apple Valley TE,Apple Valley,female,109.5,0,Minnesota,Minnesota,2018,0,non-Powerhouse,instate,1
Blake,Quarters,99,0,Appleton East JV,Appleton East,male,110.1,0,Minnesota,Wisconsin,2017,1,non-Powerhouse,outofstate,0
Blake,Quarters,56,3,Bettendorf RN,Bettendorf,male,111.5,0,Minnesota,Iowa,2017,1,non-Powerhouse,outofstate,0
Blake,Quarters,84,2,Blaine HP,Blaine,female,108.8,0,Minnesota,Minnesota,2016,0,non-Powerhouse,instate,1
Blake,Quarters,68,2,Blaine KD,Blaine,female,112.9,0,Minnesota,Minnesota,2016,0,non-Powerhouse,instate,1
Blake,Quarters,10,5,Bronx Science DR,Bronx HS Of Science,male,116.3,0,Minnesota,New York,2016,1,non-Powerhouse,outofstate,0
Blake,Quarters,15,4,Bronx Science ZP,Bronx HS Of Science,female,117.5,0,Minnesota,New York,2017,0,non-Powerhouse,outofstate,0
Blake,Quarters,87,2,Brookfield East AJ,Brookfield East,male,108,0,Minnesota,Wisconsin,2017,1,non-Powerhouse,outofstate,0
Blake,Quarters,64,3,Brookfield East MM,Brookfield East,male,109,0,Minnesota,Wisconsin,2016,1,non-Powerhouse,outofstate,0
Blake,Quarters,73,2,Brookfield East TG,Brookfield East,male,111.68,0,Minnesota,Wisconsin,2018,1,non-Powerhouse,outofstate,0
Blake,Quarters,48,3,Byram Hills AG,Byram Hills,male,113.28,1,Minnesota,New York,2018,1,Powerhouse,outofstate,0
Blake,Quarters,24,4,Byram Hills AW,Byram Hills,male,115.5,1,Minnesota,New York,2016,1,Powerhouse,outofstate,0
Blake,Quarters,25,4,Byram Hills JB,Byram Hills,male,115.5,1,Minnesota,New York,2017,1,Powerhouse,outofstate,0
Blake,Quarters,18,4,Byram Hills PE,Byram Hills,male,116.1,1,Minnesota,New York,2016,1,Powerhouse,outofstate,0
Blake,Quarters,9,5,Byram Hills SC,Byram Hills,female,116.5,1,Minnesota,New York,2016,0,Powerhouse,outofstate,0
Blake,Quarters,1,6,Cambridge Rindge OS,Cambridge Rindge and Latin,male,116.9,0,Minnesota,Massachusetts,2017,1,non-Powerhouse,outofstate,0
Blake,Quarters,11,5,Cambridge Rindge PO,Cambridge Rindge and Latin,female,116.2,0,Minnesota,Massachusetts,2016,0,non-Powerhouse,outofstate,0
Blake,Quarters,34,4,Collegiate DM,Collegiate,male,113.1,0,Minnesota,New York,2017,1,non-Powerhouse,outofstate,0
Blake,Quarters,38,3,DuPont Manual XH,DuPont Manual,female,116.1,0,Minnesota,Kentucky,2016,0,non-Powerhouse,outofstate,0
Blake,Quarters,98,1,Eagan DD,Eagan,male,103.68,0,Minnesota,Minnesota,2016,1,non-Powerhouse,instate,1
Blake,Quarters,72,2,Eagan JL,Eagan,male,111.7,0,Minnesota,Minnesota,2016,1,non-Powerhouse,instate,1
Blake,Quarters,83,2,Eagan KM,Eagan,female,109.5,0,Minnesota,Minnesota,2016,0,non-Powerhouse,instate,1
Blake,Quarters,96,1,Eagan NM,Eagan,male,107.1,0,Minnesota,Minnesota,2016,1,non-Powerhouse,instate,1
Blake,Quarters,81,2,Eagan TA,Eagan,male,110.2,0,Minnesota,Minnesota,2016,1,non-Powerhouse,instate,1
Blake,Quarters,69,2,Evanston AJ,Evanston Township,male,112.3,0,Minnesota,Illinois,2017,1,non-Powerhouse,outofstate,0
Blake,Quarters,28,4,Evanston DF,Evanston Township,male,114.98,0,Minnesota,Illinois,2017,1,non-Powerhouse,outofstate,0
Blake,Quarters,89,1,Evanston ES,Evanston Township,female,111.1,0,Minnesota,Illinois,2018,0,non-Powerhouse,outofstate,0
Blake,Quarters,35,4,Evanston GH,Evanston Township,male,112.9,0,Minnesota,Illinois,2017,1,non-Powerhouse,outofstate,0
Blake,Quarters,82,2,Fargo Shanley KG,Fargo Shanley,female,110.2,0,Minnesota,North Dakota,2016,0,non-Powerhouse,outofstate,0
Blake,Quarters,93,1,Ft. Lauderdale HB,Ft. Lauderdale,female,108.7,0,Minnesota,Florida,2017,0,non-Powerhouse,outofstate,0
Blake,Quarters,23,4,Hawken NK,Hawken,female,115.6,0,Minnesota,Ohio,2016,0,non-Powerhouse,outofstate,0
Blake,Quarters,97,1,ISM / ERA HB,ISM / ERA,female,106.5,0,Minnesota,Minnesota,2018,0,non-Powerhouse,instate,1
Blake,Quarters,60,3,King AK,King,male,110.5,0,Minnesota,Florida,2018,1,non-Powerhouse,outofstate,0
Blake,Quarters,49,3,Lake Highland Prep HK,Lake Highland Prep,female,113.2,1,Minnesota,Florida,2018,0,Powerhouse,outofstate,0
Blake,Quarters,39,3,Lake Highland Prep JN,Lake Highland Prep,male,115.3,1,Minnesota,Florida,2017,1,Powerhouse,outofstate,0
Blake,Quarters,17,4,Lake Highland Prep MC,Lake Highland Prep,male,116.6,1,Minnesota,Florida,2017,1,Powerhouse,outofstate,0
Blake,Quarters,44,3,Lake Highland Prep MCh,Lake Highland Prep,female,113.8,1,Minnesota,Florida,2017,0,Powerhouse,outofstate,0
Blake,Quarters,45,3,Lake Highland Prep SG,Lake Highland Prep,male,113.7,1,Minnesota,Florida,2018,1,Powerhouse,outofstate,0
Blake,Quarters,53,3,Lake Highland Prep SS,Lake Highland Prep,female,112.8,1,Minnesota,Florida,2017,0,Powerhouse,outofstate,0
Blake,Quarters,6,5,Lexington AS,Lexington,male,117.5,0,Minnesota,Massachusetts,2016,1,non-Powerhouse,outofstate,0
Blake,Quarters,7,5,Lexington LW,Lexington,female,116.7,0,Minnesota,Massachusetts,2016,0,non-Powerhouse,outofstate,0
Blake,Quarters,50,3,New Trier CM,New Trier,female,113.1,0,Minnesota,Illinois,2017,0,non-Powerhouse,outofstate,0
Blake,Quarters,12,5,New Trier LK,New Trier,male,115.6,0,Minnesota,Illinois,2016,1,non-Powerhouse,outofstate,0
Blake,Quarters,36,4,New Trier NK,New Trier,male,112.8,0,Minnesota,Illinois,2016,1,non-Powerhouse,outofstate,0
Blake,Quarters,21,4,Newark Science BA,Newark Science,female,115.9,0,Minnesota,New Jersey,2017,0,non-Powerhouse,outofstate,0
Blake,Quarters,76,2,Newark Science SM,Newark Science,female,111.5,0,Minnesota,New Jersey,2017,0,non-Powerhouse,outofstate,0
Blake,Quarters,2,6,Oakwood North JW,Oakwood School - North Hollywood,male,116.4,0,Minnesota,California,2017,1,non-Powerhouse,outofstate,0
Blake,Quarters,71,2,Oxbridge Beaches AWe,Oxbridge Academy of the Palm Beaches,male,112.1,0,Minnesota,Florida,2017,1,non-Powerhouse,outofstate,0
Blake,Quarters,33,4,Oxbridge Beaches BK,Oxbridge Academy of the Palm Beaches,male,113.2,0,Minnesota,Florida,2016,1,non-Powerhouse,outofstate,0
Blake,Quarters,54,3,Oxbridge Beaches NW,Oxbridge Academy of the Palm Beaches,male,112.2,0,Minnesota,Florida,2017,1,non-Powerhouse,outofstate,0
Blake,Quarters,19,4,Peninsula IG,Peninsula,male,116.1,1,Minnesota,California,2018,1,Powerhouse,outofstate,0
Blake,Quarters,4,5,Peninsula JL,Peninsula,male,117.8,1,Minnesota,California,2017,1,Powerhouse,outofstate,0
Blake,Quarters,91,1,Rosemount JS,Rosemount,male,109.5,0,Minnesota,Minnesota,2018,1,non-Powerhouse,instate,1
Blake,Quarters,94,1,Rosemount MQ,Rosemount,female,108.54,0,Minnesota,Minnesota,2019,0,non-Powerhouse,instate,1
Blake,Quarters,85,2,Rosemount TS,Rosemount,female,108.32,0,Minnesota,Minnesota,2019,0,non-Powerhouse,instate,1
Blake,Quarters,13,5,Rosemount WL,Rosemount,male,115.1,0,Minnesota,Minnesota,2017,1,non-Powerhouse,instate,1
Blake,Quarters,66,3,Roseville Area SL,Roseville Area,male,108,0,Minnesota,Minnesota,2016,1,non-Powerhouse,instate,1
Blake,Quarters,61,3,Scarsdale BS,Scarsdale,male,109.9,1,Minnesota,New York,2017,1,Powerhouse,outofstate,0
Blake,Quarters,14,5,Scarsdale GZ,Scarsdale,female,112.7,1,Minnesota,New York,2017,0,Powerhouse,outofstate,0
Blake,Quarters,42,3,Scarsdale ML,Scarsdale,male,114,1,Minnesota,New York,2017,1,Powerhouse,outofstate,0
Blake,Quarters,30,4,Scarsdale ZE,Scarsdale,female,114.8,1,Minnesota,New York,2017,0,Powerhouse,outofstate,0
Blake,Quarters,51,3,Sioux Falls Lincoln IO,Sioux Falls Lincoln,female,113,0,Minnesota,South Dakota,2018,0,non-Powerhouse,outofstate,0
Blake,Quarters,78,2,St Thomas Academy AS,St Thomas Academy/Visitation,female,111,0,Minnesota,Minnesota,2016,0,non-Powerhouse,instate,1
Blake,Quarters,88,2,St Thomas Academy LW,St Thomas Academy/Visitation,female,106.7,0,Minnesota,Minnesota,2019,0,non-Powerhouse,instate,1
Blake,Quarters,65,3,St Thomas Academy NB,St Thomas Academy/Visitation,male,108.2,0,Minnesota,Minnesota,2016,1,non-Powerhouse,instate,1
Blake,Quarters,100,0,St Thomas Academy NW,St Thomas Academy/Visitation,male,110,0,Minnesota,Minnesota,2017,1,non-Powerhouse,instate,1
Blake,Quarters,55,3,St Thomas Academy SK,St Thomas Academy/Visitation,female,112,0,Minnesota,Minnesota,2017,0,non-Powerhouse,instate,1
Blake,Quarters,43,3,St. Louis Park DA,St. Louis Park,male,113.8,0,Minnesota,Minnesota,2017,1,non-Powerhouse,instate,1
Blake,Quarters,57,3,St. Louis Park RS,St. Louis Park,female,111.4,0,Minnesota,Minnesota,2017,0,non-Powerhouse,instate,1
Blake,Quarters,16,4,Upper Arlington HW,Upper Arlington,male,117.2,0,Minnesota,Ohio,2016,1,non-Powerhouse,outofstate,0
Blake,Quarters,63,3,WDM Valley AC,West Des Moines Valley,female,109.42,1,Minnesota,Iowa,2018,0,Powerhouse,outofstate,0
Blake,Quarters,75,2,WDM Valley AJ,West Des Moines Valley,male,111.6,1,Minnesota,Iowa,NA,1,Powerhouse,outofstate,0
Blake,Quarters,26,4,WDM Valley BG,West Des Moines Valley,male,115.3,1,Minnesota,Iowa,2017,1,Powerhouse,outofstate,0
Blake,Quarters,46,3,WDM Valley CR,West Des Moines Valley,female,113.3,1,Minnesota,Iowa,2018,0,Powerhouse,outofstate,0
Blake,Quarters,52,3,WDM Valley CT,West Des Moines Valley,male,112.9,1,Minnesota,Iowa,2019,1,Powerhouse,outofstate,0
Blake,Quarters,29,4,WDM Valley DR,West Des Moines Valley,female,114.9,1,Minnesota,Iowa,2016,0,Powerhouse,outofstate,0
Blake,Quarters,22,4,WDM Valley EM,West Des Moines Valley,male,115.6,1,Minnesota,Iowa,2017,1,Powerhouse,outofstate,0
Blake,Quarters,41,3,WDM Valley GH,West Des Moines Valley,male,114.2,1,Minnesota,Iowa,2018,1,Powerhouse,outofstate,0
