code,tournament,bid,seed,rWon,school,gender,speaks,phouse,location,state,grad,numGender,facPhouse,facInstate,numInstate,trips,doubs,octas,quarters,semis,finals,elimsw,gotBid,facGotBid
Evanston Township HS,Apple Valley,Octas,114,2,Evanston Township,male,139.8,0,Minnesota,Illinois,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Harrison RP,Apple Valley,Octas,12,5,Harrison,male,146.8,0,Minnesota,New York,2017,1,non-Powerhouse,outofstate,0,NA,1,1,0,-1,-1,0,1,Bid
Harrison SO,Apple Valley,Octas,33,5,Harrison,female,143.5,0,Minnesota,New York,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Hendrick Hudson MG,Apple Valley,Octas,77,3,Hendrick Hudson,male,141.8,0,Minnesota,New York,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Hockaday AJ,Apple Valley,Octas,100,3,Hockaday,female,139.2,0,Minnesota,Texas,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Hockaday AS,Apple Valley,Octas,140,0,Hockaday,female,136.2,0,Minnesota,Texas,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Hockaday SM,Apple Valley,Octas,87,3,Hockaday,female,140.9,0,Minnesota,Texas,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Lake Highland Prep MC,Apple Valley,Octas,18,5,Lake Highland Prep,male,145.9,1,Minnesota,Florida,2017,1,Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,1,Bid
Lexington CL,Apple Valley,Octas,96,3,Lexington,female,139.9,0,Minnesota,Massachusetts,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Lexington JS,Apple Valley,Octas,118,2,Lexington,female,139,0,Minnesota,Massachusetts,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Lexington KB,Apple Valley,Octas,81,3,Lexington,male,141.4,0,Minnesota,Massachusetts,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Lexington MZ,Apple Valley,Octas,62,4,Lexington,male,142.5,0,Minnesota,Massachusetts,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Lexington NB,Apple Valley,Octas,44,4,Lexington,male,143.4,0,Minnesota,Massachusetts,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Loyola BS,Apple Valley,Octas,43,4,Loyola,male,143.8,1,Minnesota,California,2017,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Millard North GB,Apple Valley,Octas,10,6,Millard North,male,144.5,0,Minnesota,Nebraska,2017,1,non-Powerhouse,outofstate,0,NA,1,1,1,0,-1,2,1,Bid
Millard North PK,Apple Valley,Octas,51,4,Millard North,female,143.1,0,Minnesota,Nebraska,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Milton AV,Apple Valley,Octas,120,2,Milton,male,138.9,0,Minnesota,Georgia,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Mission San Jose PB,Apple Valley,Octas,31,5,Mission San Jose,male,143.7,0,Minnesota,California,2017,1,non-Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Mountain View DZ,Apple Valley,Octas,52,4,Mountain View,male,143,0,Minnesota,California,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Mountain View KX,Apple Valley,Octas,93,3,Mountain View,female,140.3,0,Minnesota,California,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Mountain View VPe,Apple Valley,Octas,70,4,Mountain View,female,139.6,0,Minnesota,California,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
New Trier SI,Apple Valley,Octas,113,2,New Trier,male,140,0,Minnesota,Illinois,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
North Atlanta AM,Apple Valley,Octas,59,4,North Atlanta,female,142.5,0,Minnesota,Georgia,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Northland Christian ML,Apple Valley,Octas,11,6,Northland Christian,female,142.3,0,Minnesota,Texas,2017,0,non-Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Northland Christian MP,Apple Valley,Octas,109,2,Northland Christian,female,141.2,0,Minnesota,Texas,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Palo Alto CF,Apple Valley,Octas,106,3,Palo Alto,male,137.6,0,Minnesota,California,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Presentation AS,Apple Valley,Octas,79,3,Presentation,female,141.7,0,Minnesota,California,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Presentation KS,Apple Valley,Octas,86,3,Presentation,female,141,0,Minnesota,California,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Rosemount WL,Apple Valley,Octas,32,5,Rosemount,male,143.7,0,Minnesota,Minnesota,2017,1,non-Powerhouse,instate,1,NA,0,-1,-1,-1,-1,-4,0,NoBid
Scarsdale AC,Apple Valley,Octas,97,3,Scarsdale,male,139.8,1,Minnesota,New York,2017,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Scarsdale BS,Apple Valley,Octas,122,2,Scarsdale,male,138.8,1,Minnesota,New York,2017,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Scarsdale LS,Apple Valley,Octas,58,4,Scarsdale,female,142.58,1,Minnesota,New York,2017,0,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Scarsdale SK,Apple Valley,Octas,116,2,Scarsdale,male,139.6,1,Minnesota,New York,2017,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
St Thomas Academy NW,Apple Valley,Octas,91,3,St Thomas Academy/Visitation,male,140.3,0,Minnesota,Minnesota,2017,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
St Thomas Academy SK,Apple Valley,Octas,95,3,St Thomas Academy/Visitation,female,139.9,0,Minnesota,Minnesota,2017,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
St. Louis Park DA,Apple Valley,Octas,126,2,St. Louis Park,male,138.1,0,Minnesota,Minnesota,2017,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
St. Louis Park RS,Apple Valley,Octas,117,2,St. Louis Park,male,139.3,0,Minnesota,Minnesota,2017,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
St. Thomas JM,Apple Valley,Octas,133,1,St. Thomas,male,139,0,Minnesota,Texas,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Strake Jesuit CP AS,Apple Valley,Octas,90,3,Strake Jesuit CP,male,140.6,1,Minnesota,Texas,2017,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Strake Jesuit CP GN,Apple Valley,Octas,48,4,Strake Jesuit CP,male,143.2,1,Minnesota,Texas,2017,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Strake Jesuit CP ML,Apple Valley,Octas,92,3,Strake Jesuit CP,male,140.3,1,Minnesota,Texas,2017,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Strake Jesuit CP RC,Apple Valley,Octas,30,5,Strake Jesuit CP,male,144.3,1,Minnesota,Texas,2017,1,Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Strake Jesuit CP WL,Apple Valley,Octas,112,2,Strake Jesuit CP,male,140.3,1,Minnesota,Texas,2017,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Walt Whitman MH,Apple Valley,Octas,103,3,Walt Whitman,male,139,1,Minnesota,Maryland,2017,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
West Des Moines Valley BG,Apple Valley,Octas,99,3,West Des Moines Valley,male,139.7,1,Minnesota,Iowa,2017,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
West Des Moines Valley EM,Apple Valley,Octas,46,4,West Des Moines Valley,male,143.3,1,Minnesota,Iowa,2017,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
West Des Moines Valley TF,Apple Valley,Octas,21,5,West Des Moines Valley,male,145.6,1,Minnesota,Iowa,2017,1,Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
West Des Moines Valley TG,Apple Valley,Octas,19,5,West Des Moines Valley,male,145.7,1,Minnesota,Iowa,2017,1,Powerhouse,outofstate,0,NA,1,1,1,1,0,4,1,Bid
Whitefish Bay AP,Apple Valley,Octas,104,3,Whitefish Bay,male,138.8,0,Minnesota,Wisconsin,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Whitefish Bay RD,Apple Valley,Octas,101,3,Whitefish Bay,male,139.1,0,Minnesota,Wisconsin,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Whitefish Bay SR,Apple Valley,Octas,65,4,Whitefish Bay,male,142.1,0,Minnesota,Wisconsin,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Whitefish Bay SS,Apple Valley,Octas,83,3,Whitefish Bay,female,141.2,0,Minnesota,Wisconsin,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Whitefish Bay WT,Apple Valley,Octas,88,3,Whitefish Bay,female,140.9,0,Minnesota,Wisconsin,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
American Heritage JY,Apple Valley,Octas,50,4,American Heritage Plantation,male,143.1,0,Minnesota,Florida,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Barrington HS,Apple Valley,Octas,64,4,Barrington,male,142.3,0,Minnesota,Illinois,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Barrington JH,Apple Valley,Octas,41,4,Barrington,male,144.1,0,Minnesota,Illinois,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Barrington RJ,Apple Valley,Octas,80,3,Barrington,male,141.7,0,Minnesota,Illinois,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Barrington SN,Apple Valley,Octas,63,4,Barrington,female,142.4,0,Minnesota,Illinois,2016,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Blaine GG,Apple Valley,Octas,132,1,Blaine,male,140,0,Minnesota,Minnesota,2016,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Blaine HPR,Apple Valley,Octas,68,4,Blaine,female,141.1,0,Minnesota,Minnesota,2016,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Bronx Science DR,Apple Valley,Octas,37,4,Bronx Science,male,144.8,0,Minnesota,New York,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Bronx Science JS,Apple Valley,Octas,29,5,Bronx Science,male,144.4,0,Minnesota,New York,2016,1,non-Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Chanhassen KL,Apple Valley,Octas,123,2,Chanhassen,male,138.7,0,Minnesota,Minnesota,2016,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Cy-Fair CM,Apple Valley,Octas,34,5,Cy-Fair,female,143.3,0,Minnesota,Texas,2016,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Dougherty Valley AM,Apple Valley,Octas,110,2,Dougherty Valley,male,140.7,0,Minnesota,California,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Dougherty Valley SZ,Apple Valley,Octas,53,4,Dougherty Valley,male,143,0,Minnesota,California,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Dowling Catholic DK,Apple Valley,Octas,108,2,Dowling Catholic,male,141.6,0,Minnesota,Iowa,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
DuPont Manual XH,Apple Valley,Octas,36,4,DuPont Manual,female,145.8,0,Minnesota,Kentucky,2016,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Eagan JL,Apple Valley,Octas,138,1,Eagan,male,135.3,0,Minnesota,Minnesota,2016,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Eagan KM,Apple Valley,Octas,125,2,Eagan,female,138.2,0,Minnesota,Minnesota,2016,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Eagan NM,Apple Valley,Octas,105,3,Eagan,male,137.8,0,Minnesota,Minnesota,2016,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Eagan TA,Apple Valley,Octas,137,1,Eagan,male,137.2,0,Minnesota,Minnesota,2016,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Edina AV,Apple Valley,Octas,78,3,Edina,male,141.7,0,Minnesota,Minnesota,2016,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Edina GM,Apple Valley,Octas,115,2,Edina,female,139.8,0,Minnesota,Minnesota,2016,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Episcopal AB,Apple Valley,Octas,56,4,Episcopal,male,142.8,0,Minnesota,Texas,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Greenhill BE,Apple Valley,Octas,4,6,Greenhill,male,145.82,1,Minnesota,Texas,2016,1,Powerhouse,outofstate,0,NA,1,1,1,1,1,5,1,Bid
Greenhill GB,Apple Valley,Octas,9,6,Greenhill,male,145.1,1,Minnesota,Texas,2016,1,Powerhouse,outofstate,0,NA,1,1,0,-1,-1,0,1,Bid
Greenhill VA,Apple Valley,Octas,7,6,Greenhill,male,145.5,1,Minnesota,Texas,2016,1,Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,1,Bid
Harrison EA,Apple Valley,Octas,8,6,Harrison,female,145.4,0,Minnesota,New York,2016,0,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,1,Bid
Harrison KK,Apple Valley,Octas,6,6,Harrison,female,145.7,0,Minnesota,New York,2016,0,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,1,Bid
Harrison SR,Apple Valley,Octas,16,5,Harrison,female,146.1,0,Minnesota,New York,2016,0,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,1,Bid
Harvard Westlake CC,Apple Valley,Octas,1,7,Harvard-Westlake,male,148,1,Minnesota,California,2016,1,Powerhouse,outofstate,0,NA,1,1,1,0,-1,2,1,Bid
Houston Memorial PK,Apple Valley,Octas,57,4,Houston Memorial,male,142.6,0,Minnesota,Texas,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Isidore Newman AA,Apple Valley,Octas,84,3,Isidore Newman,female,141.1,0,Minnesota,Louisianna,2016,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Lake Highland Prep NP,Apple Valley,Octas,45,4,Lake Highland Prep,female,143.3,1,Minnesota,Florida,2016,0,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Lake Highland Prep SP,Apple Valley,Octas,71,4,Lake Highland Prep,female,139.2,1,Minnesota,Florida,2016,0,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Lexington LW,Apple Valley,Octas,28,5,Lexington,female,144.5,0,Minnesota,Massachusetts,2016,0,non-Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Loyola JO,Apple Valley,Octas,26,5,Loyola,male,144.8,1,Minnesota,California,2016,1,Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Loyola ZM,Apple Valley,Octas,67,4,Loyola,male,141.4,1,Minnesota,California,2016,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Mission San Jose SS,Apple Valley,Octas,3,6,Mission San Jose,male,147,0,Minnesota,California,2016,1,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,1,Bid
New Trier CW,Apple Valley,Octas,131,1,New Trier,female,140.2,0,Minnesota,Illinois,2016,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
New Trier LK,Apple Valley,Octas,94,3,New Trier,male,140.2,0,Minnesota,Illinois,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
New Trier NK,Apple Valley,Octas,102,3,New Trier,female,139.1,0,Minnesota,Illinois,2016,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Palo Alto GC,Apple Valley,Octas,54,4,Palo Alto,male,142.9,0,Minnesota,California,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Presentation MS,Apple Valley,Octas,38,4,Presentation,female,144.7,0,Minnesota,California,2016,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Scarsdale DW,Apple Valley,Octas,35,5,Scarsdale,male,143.3,1,Minnesota,New York,2016,1,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Scarsdale MC,Apple Valley,Octas,74,3,Scarsdale,female,142.7,1,Minnesota,New York,2016,0,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Scarsdale SJ,Apple Valley,Octas,20,5,Scarsdale,female,145.6,1,Minnesota,New York,2016,0,Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
St Thomas Academy AS,Apple Valley,Octas,135,1,St Thomas Academy/Visitation,female,138.1,0,Minnesota,Minnesota,2016,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
St. Thomas JB,Apple Valley,Octas,55,4,St. Thomas,male,142.9,0,Minnesota,Texas,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Strake Jesuit CP KF,Apple Valley,Octas,27,5,Strake Jesuit CP,male,144.6,1,Minnesota,Texas,2016,1,Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Strake Jesuit CP SM,Apple Valley,Octas,13,5,Strake Jesuit CP,male,146.5,1,Minnesota,Texas,2016,1,Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,1,Bid
University HM,Apple Valley,Octas,42,4,University,female,143.8,0,Minnesota,New Jersey,2016,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
University JR,Apple Valley,Octas,15,5,University,male,146.2,1,Minnesota,Florida,2016,1,Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Walt Whitman LK,Apple Valley,Octas,22,5,Walt Whitman,female,145.5,1,Minnesota,Maryland,2016,0,Powerhouse,outofstate,0,NA,1,1,0,-1,-1,0,1,Bid
West Des Moines Valley DR,Apple Valley,Octas,61,4,West Des Moines Valley,female,142.5,1,Minnesota,Iowa,2016,0,Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Harvard Westlake NS,Apple Valley,Octas,2,7,Harvard-Westlake,male,146.6,1,Minnesota,California,,1,Powerhouse,outofstate,0,NA,1,1,0,-1,-1,0,1,Bid
CandT Youth Technology AC,Beltway,Semis,50,0,CandT Youth Technology,female,110.4,0,Maryland,NA,NA,0,non-Powerhouse,NA,NA,NA,-1,-1,-1,-1,-1,-5,0,NoBid
CandT Youth Technology HS,Beltway,Semis,45,1,CandT Youth Technology,female,108,0,Maryland,NA,NA,0,non-Powerhouse,NA,NA,NA,-1,-1,-1,-1,-1,-5,0,NoBid
CandT Youth Technology PS,Beltway,Semis,49,0,CandT Youth Technology,female,109.8,0,Maryland,NA,NA,0,non-Powerhouse,NA,NA,NA,-1,-1,-1,-1,-1,-5,0,NoBid
CandT Youth Technology RL,Beltway,Semis,47,1,CandT Youth Technology,female,107,0,Maryland,NA,NA,0,non-Powerhouse,NA,NA,NA,-1,-1,-1,-1,-1,-5,0,NoBid
CandT Youth Technology XD,Beltway,Semis,46,1,CandT Youth Technology,male,107.5,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA,NA,-1,-1,-1,-1,-1,-5,0,NoBid
CandT Youth Technology YS,Beltway,Semis,48,0,CandT Youth Technology,female,106,0,Maryland,NA,NA,0,non-Powerhouse,NA,NA,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Heights HL,Beltway,Semis,44,1,Heights,male,108.2,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Heights LC,Beltway,Semis,37,3,Heights,male,110,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Heights TC,Beltway,Semis,29,3,Heights,male,112,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Heights TCl,Beltway,Semis,38,3,Heights,male,109.5,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Newtown AH,Beltway,Semis,6,4,Newtown,female,117.6,0,Maryland,NA,NA,0,non-Powerhouse,NA,NA,NA,1,1,0,-1,-1,0,0,NoBid
Thomas Jefferson HSST AK,Beltway,Semis,26,3,Thomas Jefferson HSST,male,112.9,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Thomas Jefferson HSST AS,Beltway,Semis,30,3,Thomas Jefferson HSST,male,112,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Thomas Jefferson HSST ASi,Beltway,Semis,42,2,Thomas Jefferson HSST,male,108.5,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Thomas Jefferson HSST NB,Beltway,Semis,18,4,Thomas Jefferson HSST,male,113.4,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA,NA,0,-1,-1,-1,-1,-4,0,NoBid
Thomas Jefferson HSST SJ,Beltway,Semis,43,2,Thomas Jefferson HSST,male,108,0,Maryland,NA,NA,1,non-Powerhouse,NA,NA,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Dallastown Area NK,Beltway,Semis,41,2,Dallastown Area,female,110.5,0,Maryland,Pennsylvania,2019,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Byram Hills AG,Beltway,Semis,14,4,Byram Hills,male,114.6,1,Maryland,New York,2018,1,Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Dallastown Area AZ,Beltway,Semis,31,3,Dallastown Area,female,111.9,0,Maryland,Pennsylvania,2018,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Gilmour SW,Beltway,Semis,11,4,Gilmour,male,115.3,0,Maryland,Ohio,2018,1,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Harrison LC,Beltway,Semis,39,2,Harrison,female,112,0,Maryland,New York,2018,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Hunter TF,Beltway,Semis,13,4,Hunter,male,114.8,0,Maryland,New York,2018,1,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Palo Alto (Independent) BH,Beltway,Semis,20,4,Palo Alto (Independent),male,112,0,Maryland,California,2018,1,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Success Academy SC,Beltway,Semis,21,3,Success Academy,male,115.7,0,Maryland,New York,2018,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Byram Hills JB,Beltway,Semis,3,6,Byram Hills,male,116.5,1,Maryland,New York,2017,1,Powerhouse,outofstate,0,NA,1,1,0,-1,-1,0,0,NoBid
Byram Hills RP,Beltway,Semis,12,4,Byram Hills,male,115,1,Maryland,New York,2017,1,Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Collegiate DM,Beltway,Semis,23,3,Collegiate,male,115.1,0,Maryland,New York,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Collegiate EW,Beltway,Semis,10,4,Collegiate,male,115.65,0,Maryland,New York,2017,1,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Dallastown Area OM,Beltway,Semis,33,3,Dallastown Area,female,111.5,0,Maryland,Pennsylvania,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Freedom HS Speech and Debate SK,Beltway,Semis,25,3,Freedom HS Speech and Debate,male,112.9,0,Maryland,Virginia,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Harrison MZ,Beltway,Semis,15,4,Harrison,male,114.6,0,Maryland,New York,2017,1,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Hunter College AK,Beltway,Semis,8,4,Hunter,female,116.3,0,Maryland,New York,2017,0,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Millburn CS,Beltway,Semis,16,4,Millburn,male,114.2,0,Maryland,New Jersey,2017,1,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Randolph AP,Beltway,Semis,27,3,Randolph,female,112.4,0,Maryland,New Jersey,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Scarsdale GZ,Beltway,Semis,2,6,Scarsdale,female,116.6,1,Maryland,New York,2017,0,Powerhouse,outofstate,0,NA,1,1,1,1,0,4,1,Bid
Scarsdale ZE,Beltway,Semis,7,4,Scarsdale,female,116.4,1,Maryland,New York,2017,0,Powerhouse,outofstate,0,NA,1,1,1,0,-1,2,1,Bid
Vincentian Academy (Independent) TK,Beltway,Semis,36,3,Vincentian Academy (Independent),male,110.6,0,Maryland,Pennsylvania,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
