"","code","tournament","bid","seed","rWon","school","gender","speaks","phouse","location","state","grad","numGender","facPhouse","facInstate","numInstate","trips","doubs","octas","quarters","semis","finals","elimsw"
"152","Bridgewater Raritan JB","Ridge","Finals",65,1,"Bridgewater Raritan","female",81.9,0,"New Jersey","New Jersey","2017",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"153","Bridgewater Raritan JC","Princeton","Semis",78,3,"Bridgewater Raritan","male",112.6,0,"New Jersey","New Jersey","2017",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"154","Bridgewater Raritan JC","Ridge","Finals",51,2,"Bridgewater Raritan","male",83.5,0,"New Jersey","New Jersey","2017",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"155","Bridgewater Raritan JC","Yale","Quarters",140,1,"Bridgewater Raritan","male",109.5,0,"Connecticut","New Jersey","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"156","Bridgewater Raritan RK","Princeton","Semis",43,4,"Bridgewater Raritan","female",114.2,0,"New Jersey","New Jersey","2017",0,"non-Powerhouse","instate",1,1,0,-1,-1,-1,-1,-3
"157","Bridgewater Raritan RK","Ridge","Finals",34,2,"Bridgewater Raritan","female",85.9,0,"New Jersey","New Jersey","2017",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"158","Bridgewater Raritan RK","Scarsdale","Semis",31,3,"Bridgewater Raritan","female",114.7,0,"New York","New Jersey","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"159","Bridgewater Raritan RK","Yale","Quarters",65,3,"Bridgewater Raritan","female",113.5,0,"Connecticut","New Jersey","2017",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"160","Bridgewater Raritan VR","Princeton","Semis",129,2,"Bridgewater Raritan","male",107.5,0,"New Jersey","New Jersey","2018",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"161","Bridgewater Raritan VR","Ridge","Finals",54,1,"Bridgewater Raritan","male",85.5,0,"New Jersey","New Jersey","2018",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"162","Bridgewater-Raritan I JC","Bronx","Octas",155,2,"Bridgewater-Raritan I","male",136.5,0,"New York","New Jersey","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"163","Bridgewater-Raritan I RK","Bronx","Octas",112,3,"Bridgewater-Raritan I","female",140,0,"New York","New Jersey","2017",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"164","Brighton DW","Alta","Quarters",117,0,"Brighton","male",98.5,0,"Utah","Utah","2016",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"165","Brighton SR","Alta","Quarters",76,3,"Brighton","male",107.2,0,"Utah","Utah",NA,1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"166","Brighton ZS","Alta","Quarters",30,4,"Brighton","male",114,0,"Utah","Utah","2016",1,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"167","Bronx High School of DR","Glenbrooks","Octas",16,5,"Bronx HS of Sc","male",147,0,"Illinois","New York","2016",1,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"168","Bronx High School of OK","Glenbrooks","Octas",61,4,"Bronx HS of Sc","male",144.2,0,"Illinois","New York","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"169","Bronx High School of ZP","Glenbrooks","Octas",18,5,"Bronx HS of Sc","female",146.7,0,"Illinois","New York","2017",0,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"170","Bronx HS of Science AM","Valley","Octas",93,2,"Bronx Science","male",112.5,0,"Iowa","New York","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"171","Bronx HS Of Science AS","Princeton","Semis",100,2,"Bronx HS Of Science","male",112.9,0,"New Jersey","New York","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"172","Bronx HS of Science GM","Valley","Octas",64,3,"Bronx Science","male",113.2,0,"Iowa","New York","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"173","Bronx HS Of Science JJ","Princeton","Semis",77,3,"Bronx HS Of Science","female",112.7,0,"New Jersey","New York","2018",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"174","Bronx HS Of Science JJ","Ridge","Finals",20,3,"Bronx HS Of Science","female",85.6,0,"New Jersey","New York","2018",0,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"175","Bronx HS Of Science NS","Ridge","Finals",67,1,"Bronx HS Of Science","female",81.6,0,"New Jersey","New York","2018",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"176","Bronx HS of Science OK","Valley","Octas",25,4,"Bronx Science","male",115.8,0,"Iowa","New York","2016",1,"non-Powerhouse","outofstate",0,1,0,-1,-1,-1,-1,-3
"177","Bronx HS of Science RR","Valley","Octas",48,4,"Bronx Science","female",113.5,0,"Iowa","New York","2017",0,"non-Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"178","Bronx Science AC","Scarsdale","Semis",67,1,"Bronx Science","female",108.5,0,"New York","New York","2018",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"179","Bronx Science AS","Scarsdale","Semis",71,0,"Bronx Science","male",108.5,0,"New York","New York","2018",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"180","Bronx Science DR","Apple Valley","Octas",37,4,"Bronx Science","male",144.8,0,"Minnesota","New York","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"181","Bronx Science DR","Blake","Quarters",10,5,"Bronx HS Of Science","male",116.3,0,"Minnesota","New York","2016",1,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"182","Bronx Science DR","Scarsdale","Semis",27,3,"Bronx Science","male",116.3,0,"New York","New York","2016",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"183","Bronx Science GM","Apple Valley","Octas",39,4,"Bronx Science","male",144.5,0,"Minnesota","New York","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"184","Bronx Science JJ","Greenhill","Octas",74,2,"Bronx Science","female",109.9,0,"Texas","New York","2018",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"185","Bronx Science JS","Apple Valley","Octas",29,5,"Bronx Science","male",144.4,0,"Minnesota","New York","2016",1,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"186","Bronx Science JS","Yale","Quarters",10,5,"Bronx Science","male",116.4,0,"Connecticut","New York","2016",1,"non-Powerhouse","outofstate",0,1,1,1,0,-1,-1,1
"187","Bronx Science OK","Yale","Quarters",31,4,"Bronx Science","male",115.3,0,"Connecticut","New York","2016",1,"non-Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"188","Bronx Science RR","Yale","Quarters",114,2,"Bronx Science","female",110.9,0,"Connecticut","New York","2017",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"189","Bronx Science SR","Scarsdale","Semis",64,1,"Bronx Science","female",110.6,0,"New York","New York","2018",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"190","Bronx Science UB","Scarsdale","Semis",65,1,"Bronx Science","female",110.1,0,"New York","New York","2018",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"191","Bronx Science WD","Greenhill","Octas",85,0,"Bronx Science","male",109.6,0,"Texas","New York","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"192","Bronx Science ZP","Apple Valley","Octas",14,5,"Bronx Science","female",146.3,0,"Minnesota","New York","2017",0,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"193","Bronx Science ZP","Blake","Quarters",15,4,"Bronx HS Of Science","female",117.5,0,"Minnesota","New York","2017",0,"non-Powerhouse","outofstate",0,NA,1,1,0,-1,-1,0
"194","Bronx Science ZP","Yale","Quarters",14,5,"Bronx Science","female",115.96,0,"Connecticut","New York","2017",0,"non-Powerhouse","outofstate",0,1,1,0,-1,-1,-1,-1
"195","Brookfield East AJ","Blake","Quarters",87,2,"Brookfield East","male",108,0,"Minnesota","Wisconsin","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"196","Brookfield East MM","Blake","Quarters",64,3,"Brookfield East","male",109,0,"Minnesota","Wisconsin","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"197","Brookfield East TG","Blake","Quarters",73,2,"Brookfield East","male",111.68,0,"Minnesota","Wisconsin","2018",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"198","Brophy CP BM","Greenhill","Octas",67,2,"Brophy CP","male",112.3,0,"Texas","Arizona","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"199","Brophy CP KM","Hollywood","Finals",43,2,"Brophy CP","male",113.4,0,"California","Arizona","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"200","Buffalo Grove BM","Glenbrooks","Octas",128,3,"Buffalo Grove","male",139.4,0,"Illinois","Illinois","2016",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"201","Buffalo Grove CA","Glenbrooks","Octas",145,2,"Buffalo Grove","female",140.5,0,"Illinois","Illinois","2016",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"202","Buffalo Grove PK","Glenbrooks","Octas",179,1,"Buffalo Grove","female",135.8,0,"Illinois","Illinois","2016",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"203","Byram Hills AG","Beltway","Semis",14,4,"Byram Hills","male",114.6,1,"Maryland","New York","2018",1,"Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"204","Byram Hills AG","Blake","Quarters",48,3,"Byram Hills","male",113.28,1,"Minnesota","New York","2018",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"205","Byram Hills AG","Bronx","Octas",76,4,"Byram Hills","male",141.2,1,"New York","New York","2018",1,"Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"206","Byram Hills AS","Princeton","Semis",68,3,"Byram Hills","female",113.5,1,"New Jersey","New York","2017",0,"Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"207","Byram Hills AS","Scarsdale","Semis",57,2,"Byram Hills","female",110.5,1,"New York","New York","2017",0,"Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"208","Byram Hills AW","Beltway","Semis",5,5,"Byram Hills","male",117.1,1,"Maryland","New York","2016",1,"Powerhouse","outofstate",0,NA,1,1,0,-1,-1,0
"209","Byram Hills AW","Blake","Quarters",24,4,"Byram Hills","male",115.5,1,"Minnesota","New York","2016",1,"Powerhouse","outofstate",0,NA,1,1,1,1,0,4
"210","Byram Hills AW","Bronx","Octas",38,5,"Byram Hills","male",143.9,1,"New York","New York","2016",1,"Powerhouse","instate",1,0,-1,-1,-1,-1,-1,-5
"211","Byram Hills AW","Princeton","Semis",4,5,"Byram Hills","male",117.7,1,"New Jersey","New York","2016",1,"Powerhouse","outofstate",0,1,0,-1,-1,-1,-1,-3
"212","Byram Hills AW","Ridge","Finals",10,3,"Byram Hills","male",87.1,1,"New Jersey","New York","2016",1,"Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"213","Byram Hills AW","Scarsdale","Semis",36,3,"Byram Hills","male",113.5,1,"New York","New York","2016",1,"Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"214","Byram Hills AW","Yale","Quarters",54,3,"Byram Hills","male",114.8,1,"Connecticut","New York","2016",1,"Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"215","Byram Hills CS","Bronx","Octas",109,3,"Byram Hills","male",140.5,1,"New York","New York","2016",1,"Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"216","Byram Hills CS","Princeton","Semis",63,3,"Byram Hills","male",114.06,1,"New Jersey","New York","2016",1,"Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"217","Byram Hills CS","Scarsdale","Semis",50,2,"Byram Hills","male",113.1,1,"New York","New York","2016",1,"Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"218","Byram Hills CS","Yale","Quarters",133,1,"Byram Hills","male",113,1,"Connecticut","New York","2016",1,"Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"219","Byram Hills JB","Beltway","Semis",3,6,"Byram Hills","male",116.5,1,"Maryland","New York","2017",1,"Powerhouse","outofstate",0,NA,1,1,0,-1,-1,0
"220","Byram Hills JB","Blake","Quarters",25,4,"Byram Hills","male",115.5,1,"Minnesota","New York","2017",1,"Powerhouse","outofstate",0,NA,1,1,0,-1,-1,0
"221","Byram Hills JB","Bronx","Octas",61,4,"Byram Hills","male",143,1,"New York","New York","2017",1,"Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"222","Byram Hills JB","Princeton","Semis",13,5,"Byram Hills","male",115.6,1,"New Jersey","New York","2017",1,"Powerhouse","outofstate",0,1,1,0,-1,-1,-1,-1
"223","Byram Hills JB","Scarsdale","Semis",4,5,"Byram Hills","male",116,1,"New York","New York","2017",1,"Powerhouse","instate",1,NA,1,0,-1,-1,-1,-2
"224","Byram Hills JB","Yale","Quarters",57,3,"Byram Hills","male",114.3,1,"Connecticut","New York","2017",1,"Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"225","Byram Hills JBi","Bronx","Octas",129,3,"Byram Hills","male",137.7,1,"New York","New York","2017",1,"Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"226","Byram Hills JBi","Scarsdale","Semis",47,3,"Byram Hills","male",111.3,1,"New York","New York","2017",1,"Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"227","Byram Hills PE","Blake","Quarters",18,4,"Byram Hills","male",116.1,1,"Minnesota","New York","2016",1,"Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"228","Byram Hills PE","Bronx","Octas",5,6,"Byram Hills","male",147.5,1,"New York","New York","2016",1,"Powerhouse","instate",1,1,0,-1,-1,-1,-1,-3
"229","Byram Hills PE","Princeton","Semis",8,5,"Byram Hills","male",116.8,1,"New Jersey","New York","2016",1,"Powerhouse","outofstate",0,1,1,1,0,-1,-1,1
"230","Byram Hills PE","Scarsdale","Semis",15,4,"Byram Hills","male",115,1,"New York","New York","2016",1,"Powerhouse","instate",1,NA,1,1,1,1,0,4
"231","Byram Hills PE","Yale","Quarters",12,5,"Byram Hills","male",116,1,"Connecticut","New York","2016",1,"Powerhouse","outofstate",0,1,1,1,0,-1,-1,1
"232","Byram Hills RP","Beltway","Semis",12,4,"Byram Hills","male",115,1,"Maryland","New York","2017",1,"Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"233","Byram Hills RP","Bronx","Octas",117,3,"Byram Hills","male",139.4,1,"New York","New York","2017",1,"Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"234","Byram Hills RP","Princeton","Semis",35,4,"Byram Hills","male",114.8,1,"New Jersey","New York","2017",1,"Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"235","Byram Hills RP","Ridge","Finals",44,2,"Byram Hills","male",84.9,1,"New Jersey","New York","2017",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"236","Byram Hills SC","Blake","Quarters",9,5,"Byram Hills","female",116.5,1,"Minnesota","New York","2016",0,"Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"237","Byram Hills SC","Bronx","Octas",56,4,"Byram Hills","female",143.3,1,"New York","New York","2016",0,"Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"238","Byram Hills SC","Princeton","Semis",25,4,"Byram Hills","female",116,1,"New Jersey","New York","2016",0,"Powerhouse","outofstate",0,1,0,-1,-1,-1,-1,-3
"239","Byram Hills SC","Scarsdale","Semis",21,4,"Byram Hills","female",113.5,1,"New York","New York","2016",0,"Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"240","Byram Hills SC","Yale","Quarters",23,4,"Byram Hills","female",116.7,1,"Connecticut","New York","2016",0,"Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"241","Cabot BG","St. Marks","Octas",97,0,"Cabot","female",108.9,0,"Texas","Arizona","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"242","Cabot ZA","St. Marks","Octas",93,1,"Cabot","male",111.1,0,"Texas","Arizona","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"243","Calvary Christian DC","Princeton","Semis",144,0,"Calvary Christian","male",107.5,0,"New Jersey","New Jersey","2017",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"244","Cambridge Rindge and Latin OS","Bronx","Octas",23,5,"Cambridge Rindge and Latin","male",145.4,0,"New York","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,1,0,-1,-1,-1,-1,-3
"245","Cambridge Rindge and Latin OS","Meadows","Quarters",12,4,"Cambridge Rindge and Latin","male",119.93,0,"Nevada","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"246","Cambridge Rindge and Latin OS","Valley","Octas",13,5,"Cambridge Rindge and Latin","male",115.8,0,"Iowa","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,1,1,0,-1,-1,-1,-1
"247","Cambridge Rindge and Latin OS","Yale","Quarters",16,5,"Cambridge Rindge and Latin","male",115.8,0,"Connecticut","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"248","Cambridge Rindge and Latin PO","Bronx","Octas",30,5,"Cambridge Rindge and Latin","female",144.8,0,"New York","Massachusetts","2016",0,"non-Powerhouse","outofstate",0,1,1,1,1,0,-1,3
"249","Cambridge Rindge and Latin PO","Valley","Octas",34,4,"Cambridge Rindge and Latin","female",114.8,0,"Iowa","Massachusetts","2016",0,"non-Powerhouse","outofstate",0,1,0,-1,-1,-1,-1,-3
"250","Cambridge Rindge and Latin PO","Yale","Quarters",33,4,"Cambridge Rindge and Latin","female",115.1,0,"Connecticut","Massachusetts","2016",0,"non-Powerhouse","outofstate",0,1,0,-1,-1,-1,-1,-3
"251","Cambridge Rindge and Latin SS","Bronx","Octas",138,2,"Cambridge Rindge and Latin","male",140.2,0,"New York","Massachusetts","2018",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"252","Cambridge Rindge and Latin SS","Valley","Octas",68,3,"Cambridge Rindge and Latin","male",112.88,0,"Iowa","Massachusetts","2018",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"253","Cambridge Rindge and Latin SS","Yale","Quarters",78,3,"Cambridge Rindge and Latin","male",112.5,0,"Connecticut","Massachusetts","2018",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"254","Cambridge Rindge and OS","Glenbrooks","Octas",28,5,"Cambridge Rindge and Latin","male",145.9,0,"Illinois","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"255","Cambridge Rindge and PO","Glenbrooks","Octas",54,4,"Cambridge Rindge and Latin","female",144.6,0,"Illinois","Massachusetts","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"256","Cambridge Rindge OS","Blake","Quarters",1,6,"Cambridge Rindge and Latin","male",116.9,0,"Minnesota","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,NA,1,1,1,0,-1,2
"257","Cambridge Rindge PO","Blake","Quarters",11,5,"Cambridge Rindge and Latin","female",116.2,0,"Minnesota","Massachusetts","2016",0,"non-Powerhouse","outofstate",0,NA,1,1,0,-1,-1,0
"258","CandT Youth Technology AC","Beltway","Semis",50,0,"CandT Youth Technology","female",110.4,0,"Maryland",NA,NA,0,"non-Powerhouse",NA,NA,NA,-1,-1,-1,-1,-1,-5
"259","CandT Youth Technology HS","Beltway","Semis",45,1,"CandT Youth Technology","female",108,0,"Maryland",NA,NA,0,"non-Powerhouse",NA,NA,NA,-1,-1,-1,-1,-1,-5
"260","CandT Youth Technology PS","Beltway","Semis",49,0,"CandT Youth Technology","female",109.8,0,"Maryland",NA,NA,0,"non-Powerhouse",NA,NA,NA,-1,-1,-1,-1,-1,-5
"261","CandT Youth Technology RL","Beltway","Semis",47,1,"CandT Youth Technology","female",107,0,"Maryland",NA,NA,0,"non-Powerhouse",NA,NA,NA,-1,-1,-1,-1,-1,-5
"262","CandT Youth Technology XD","Beltway","Semis",46,1,"CandT Youth Technology","male",107.5,0,"Maryland",NA,NA,1,"non-Powerhouse",NA,NA,NA,-1,-1,-1,-1,-1,-5
"263","CandT Youth Technology YS","Beltway","Semis",48,0,"CandT Youth Technology","female",106,0,"Maryland",NA,NA,0,"non-Powerhouse",NA,NA,NA,-1,-1,-1,-1,-1,-5
"264","Canyon Crest CC","St. Marks","Octas",92,1,"Canyon Crest","female",111.4,0,"Texas","California","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"265","Canyon Crest KL","St. Marks","Octas",75,2,"Canyon Crest","male",112.8,0,"Texas","California","2018",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"266","Canyon Springs GG","Meadows","Quarters",45,3,"Canyon Springs","male",111.5,0,"Nevada","Nevada","2017",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"267","Cape Elizabeth CO","Bronx","Octas",136,2,"Cape Elizabeth","female",140.9,0,"New York","Maine","2016",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"268","Cape Elizabeth CO","Yale","Quarters",97,3,"Cape Elizabeth","female",109.1,0,"Connecticut","Maine","2016",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"269","Carroll QC","Glenbrooks","Octas",173,1,"Carroll","female",138,0,"Illinois","Indianna","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"270","Cary ES","Wake Forest","Finals",14,4,"Cary","female",115,0,"North Carolina","North Carolina","2017",0,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"271","Cary GJ","Wake Forest","Finals",5,5,"Cary","female",115.5,0,"North Carolina","North Carolina","2017",0,"non-Powerhouse","instate",1,NA,1,0,-1,-1,-1,-2
"272","Cary HJ","Wake Forest","Finals",45,2,"Cary","female",111.5,0,"North Carolina","North Carolina","2016",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"273","Cary KM","Wake Forest","Finals",3,5,"Cary","male",116,0,"North Carolina","North Carolina","2016",1,"non-Powerhouse","instate",1,NA,1,0,-1,-1,-1,-2
"274","Cary PM","Wake Forest","Finals",53,1,"Cary","male",111,0,"North Carolina","North Carolina","2016",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"275","Cascia Hall CG","St. Marks","Octas",98,0,"Cascia Hall","male",108.7,0,"Texas","Oklahoma","2018",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"276","Cascia Hall CR","St. Marks","Octas",89,1,"Cascia Hall","female",112.9,0,"Texas","Oklahoma","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"277","Catonsville NK","Princeton","Semis",141,1,"Catonsville","male",107.7,0,"New Jersey","Maryland",NA,1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"278","Catonsville SL","Princeton","Semis",145,0,"Catonsville","female",110.2,0,"New Jersey","Maryland",NA,0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
